date,beepno,beeptime,Relaxed,Down,Irritated,Satisfied,Lonely,Anxious,Enthusiastic,Suspicious,Cheerful,Guilty,Indecisive,Strong,Restless,Agitated,Worrying,Concentration
27/12/12,8,18:36,4,0,3,4,0,0,3,1,4,0,2,4,2,2,1,4
28/12/12,1,8:44,4,1,1,4,0,0,3,2,4,0,2,3,2,2,2,4
28/12/12,2,9:54,5,1,1,4,0,0,4,2,5,0,2,4,2,2,2,5
28/12/12,3,11:12,5,0,2,5,0,0,4,1,5,0,1,4,1,1,1,5
28/12/12,4,12:04,3,2,4,3,1,0,3,2,3,1,3,3,3,4,4,4
28/12/12,5,14:43,4,0,2,5,0,0,5,1,5,0,2,5,2,2,1,5
28/12/12,6,16:15,3,0,4,5,0,0,4,1,5,0,1,4,3,3,1,5
28/12/12,7,17:16,4,0,3,3,0,0,3,1,3,0,2,4,3,2,2,4
28/12/12,9,20:38,5,0,2,5,0,0,5,1,5,0,2,4,1,2,2,5
29/12/12,4,12:30,5,0,2,5,0,0,5,1,5,0,1,4,2,2,2,5
29/12/12,5,14:52,3,0,3,5,0,0,4,1,4,0,1,4,2,2,1,5
29/12/12,6,15:08,4,0,5,3,0,0,4,1,4,0,1,4,2,2,1,4
29/12/12,7,16:38,3,1,4,3,1,0,3,2,3,0,3,3,3,4,2,4
29/12/12,9,20:42,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,4
30/12/12,1,8:20,3,1,2,3,0,0,3,2,3,1,2,3,2,2,3,3
30/12/12,2,9:20,3,1,2,3,0,0,3,2,3,1,2,3,2,2,3,3
30/12/12,3,11:24,3,2,6,3,0,0,3,1,2,0,3,2,3,5,3,3
30/12/12,4,12:03,3,1,4,3,0,0,3,1,3,0,3,3,3,4,2,3
30/12/12,5,14:28,3,2,3,2,1,0,2,1,2,1,4,3,2,4,4,3
30/12/12,7,16:47,4,1,2,4,0,0,3,2,3,0,3,3,2,2,2,4
30/12/12,9,20:09,4,1,2,4,0,0,3,1,3,0,2,3,2,2,2,4
30/12/12,10,21:42,3,1,3,3,1,0,3,2,3,1,3,3,3,3,3,3
31/12/12,1,8:58,3,3,2,2,1,0,2,2,2,1,3,2,3,3,4,3
31/12/12,2,10:28,4,1,2,4,0,0,3,1,4,0,2,4,2,2,2,4
31/12/12,3,10:56,5,0,1,5,0,0,4,1,5,0,1,4,2,1,1,5
31/12/12,4,13:03,4,1,2,4,0,0,3,1,4,0,3,2,2,2,2,4
31/12/12,6,15:13,4,1,3,3,0,0,4,1,3,0,2,3,3,3,2,4
31/12/12,7,17:58,4,1,2,4,0,0,4,1,4,0,2,4,2,2,1,4
31/12/12,8,19:25,4,1,2,3,1,0,3,2,3,1,2,3,3,2,2,4
1/1/13,3,11:50,4,2,2,3,1,0,3,2,3,0,3,3,2,3,4,4
1/1/13,4,12:35,4,1,1,4,1,0,5,2,3,1,3,3,2,1,3,5
1/1/13,9,19:45,4,2,2,4,1,0,3,2,3,0,3,2,2,2,3,4
1/1/13,10,21:50,4,1,2,3,0,0,3,1,3,0,3,3,2,2,2,3
2/1/13,2,10:16,5,1,3,4,0,0,3,1,4,0,3,4,2,2,1,4
2/1/13,4,12:32,4,1,2,3,0,0,3,1,3,0,3,3,2,2,2,4
2/1/13,6,16:08,3,0,3,4,0,0,4,1,3,0,2,4,2,2,1,4
2/1/13,8,18:10,3,0,5,3,0,0,3,1,3,0,1,4,4,3,1,4
3/1/13,1,8:56,5,0,1,5,0,0,4,1,5,0,2,4,1,1,1,5
3/1/13,2,9:20,4,0,2,4,0,0,4,1,4,0,2,4,1,2,1,5
3/1/13,4,12:38,4,0,2,4,0,0,4,2,3,0,3,4,2,2,2,5
3/1/13,6,16:04,4,0,2,5,0,0,4,1,4,0,1,5,2,2,1,5
3/1/13,7,17:04,4,0,2,5,0,0,4,1,4,0,1,4,1,2,1,5
3/1/13,8,18:36,4,0,2,4,0,0,4,1,4,0,2,5,2,2,1,5
3/1/13,10,21:12,4,0,3,5,0,0,4,1,4,0,1,5,1,2,1,5
4/1/13,2,9:54,4,1,2,4,0,0,3,2,3,0,3,3,2,2,2,4
4/1/13,3,11:12,3,0,5,2,0,0,2,2,4,0,2,3,3,3,1,4
4/1/13,5,14:43,3,1,3,3,0,0,3,1,3,0,3,3,3,3,2,4
4/1/13,6,16:15,4,0,3,3,0,0,3,1,3,0,2,3,3,4,1,4
5/1/13,5,14:52,4,0,2,5,0,0,4,1,5,0,1,5,3,2,1,5
5/1/13,9,20:42,5,-1,1,6,-1,-1,6,1,6,-1,1,5,1,1,1,5
5/1/13,10,21:30,5,-1,1,6,-1,-1,6,1,5,-1,1,5,1,1,1,5
6/1/13,2,9:20,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,4
6/1/13,3,11:24,4,0,3,4,0,0,3,1,5,0,2,5,2,2,1,5
6/1/13,9,20:09,4,0,2,4,0,0,4,1,4,0,2,4,2,3,1,5
6/1/13,10,21:42,3,0,3,3,0,0,3,1,4,0,2,3,3,3,1,3
7/1/13,1,8:58,4,1,1,2,0,0,3,1,3,0,3,3,2,2,3,4
7/1/13,2,10:28,3,1,4,3,0,0,3,2,4,0,3,4,3,3,2,4
7/1/13,5,13:49,5,0,1,5,0,0,4,1,5,0,1,5,1,2,1,5
7/1/13,6,15:13,4,0,3,4,0,0,4,1,4,0,2,4,2,2,1,5
7/1/13,7,17:58,4,0,3,4,0,0,4,1,4,0,2,3,3,3,1,4
7/1/13,8,19:25,5,0,1,5,0,0,5,1,5,0,2,4,2,1,1,5
7/1/13,10,21:20,4,0,4,5,0,0,4,2,5,0,1,4,2,3,1,5
8/1/13,1,8:10,5,0,2,5,0,0,4,1,5,0,1,5,1,2,1,5
8/1/13,2,9:07,4,0,3,5,0,0,4,1,4,0,2,4,3,2,1,5
8/1/13,3,11:50,5,-1,1,6,-1,-1,6,1,6,-1,1,6,2,1,1,5
8/1/13,6,15:04,4,0,2,4,0,0,4,2,4,0,3,4,2,2,1,5
8/1/13,7,17:32,4,0,3,5,0,0,5,1,5,0,2,5,3,2,1,5
8/1/13,10,21:50,4,0,3,5,0,0,5,1,5,0,1,5,2,2,1,4
9/1/13,2,10:16,4,0,3,5,0,0,4,2,4,0,3,4,2,3,1,4
9/1/13,3,11:08,4,0,4,3,0,0,3,1,4,0,3,4,3,3,1,4
9/1/13,4,12:32,3,1,5,3,0,0,3,2,3,1,3,3,4,5,2,4
9/1/13,5,14:34,4,1,2,3,0,0,4,2,4,0,4,4,3,2,2,5
9/1/13,7,17:18,4,-1,2,6,-1,-1,4,1,5,-1,2,5,3,2,1,4
9/1/13,8,18:10,4,0,2,4,0,0,4,1,4,0,2,3,2,2,1,4
9/1/13,9,20:22,4,0,5,5,0,0,5,1,3,0,2,4,4,4,1,4
9/1/13,10,21:20,4,0,1,5,0,0,4,1,5,0,1,4,2,1,1,4
10/1/13,1,8:56,4,0,2,5,0,0,4,1,5,0,2,5,1,2,1,5
10/1/13,3,11:02,4,0,2,4,0,0,3,1,4,0,2,3,2,2,1,4
10/1/13,4,12:38,5,0,2,5,0,0,5,1,5,0,2,4,2,2,1,5
10/1/13,6,16:04,4,0,2,5,0,0,4,1,5,0,2,4,2,1,1,5
10/1/13,7,17:04,4,0,2,5,0,0,4,1,5,0,3,4,2,2,1,4
10/1/13,8,18:36,5,0,1,5,0,0,5,1,5,0,1,6,1,1,1,5
10/1/13,9,19:56,3,0,4,3,0,0,3,1,3,0,3,3,3,3,1,4
10/1/13,10,21:12,4,0,5,4,0,0,4,2,4,0,2,4,3,3,1,5
11/1/13,1,8:44,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
11/1/13,2,9:54,3,0,3,3,0,0,3,1,3,0,3,3,3,3,1,4
11/1/13,5,14:43,5,0,2,5,0,0,5,1,5,0,3,4,3,2,2,5
11/1/13,6,16:15,3,0,5,4,0,0,4,1,3,0,1,3,4,4,1,4
11/1/13,7,17:16,4,0,3,4,0,0,3,2,3,0,1,4,4,3,2,4
11/1/13,10,21:20,5,0,1,5,0,0,5,1,5,0,1,5,2,1,1,5
12/1/13,2,9:04,3,3,3,2,2,0,2,3,1,1,3,2,4,3,5,4
12/1/13,4,12:30,4,0,2,4,0,0,3,1,4,0,2,4,2,2,2,5
12/1/13,5,14:52,4,1,2,4,0,0,3,2,4,0,3,4,3,2,2,5
12/1/13,6,15:08,3,1,2,3,0,0,4,2,3,0,3,3,3,3,2,4
12/1/13,8,18:46,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,5
12/1/13,9,20:42,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
13/01/13,2,9:20,3,2,2,2,1,0,3,2,3,1,4,3,2,3,5,3
13/01/13,3,11:24,5,1,1,5,0,0,5,1,5,0,2,5,2,1,1,5
13/01/13,5,14:28,3,0,5,3,0,0,3,2,4,0,2,4,3,4,1,3
13/01/13,8,18:39,2,1,6,2,0,0,2,2,3,0,2,3,4,5,2,4
13/01/13,9,20:09,3,1,6,2,0,0,2,1,3,1,2,2,5,5,2,4
13/01/13,10,21:42,4,0,2,4,0,0,4,1,4,0,2,4,2,2,2,4
14/01/13,1,8:58,3,1,4,3,0,0,3,2,4,0,2,3,3,4,2,4
14/01/13,2,10:28,4,0,1,4,0,0,3,2,4,0,2,4,2,2,2,4
14/01/13,3,10:56,4,0,2,5,0,0,5,2,5,0,1,4,2,1,1,5
14/01/13,5,13:49,4,1,2,4,0,0,4,1,4,1,2,4,2,2,2,4
14/01/13,6,15:13,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
14/01/13,7,17:58,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
14/01/13,8,19:25,5,0,2,5,0,0,4,1,5,0,2,4,1,2,1,5
14/01/13,9,19:41,5,0,3,4,0,0,4,2,4,0,2,4,2,2,1,5
15/01/13,2,9:07,4,0,2,5,0,0,4,1,5,0,3,4,2,2,1,4
15/01/13,3,11:50,4,0,3,5,0,0,4,2,5,0,3,4,2,2,1,5
15/01/13,4,12:35,4,0,2,4,0,0,4,2,4,0,3,4,3,3,1,5
15/01/13,5,14:16,4,0,2,3,0,0,4,2,4,0,3,4,3,3,1,4
16/01/13,1,7:32,4,0,2,5,0,0,4,1,4,0,2,4,1,1,1,3
16/01/13,2,10:16,5,1,1,5,0,0,4,1,5,1,2,4,2,2,2,5
16/01/13,3,11:08,3,1,4,3,0,0,3,3,3,0,3,3,4,5,3,4
16/01/13,4,12:32,4,0,3,3,0,0,3,2,4,0,2,4,4,4,2,4
16/01/13,7,17:18,3,0,2,4,0,0,3,1,4,0,2,3,3,3,2,4
16/01/13,8,18:10,5,0,1,5,0,0,5,1,5,0,2,4,2,2,1,5
16/01/13,10,21:20,4,0,2,5,0,0,3,1,5,0,2,4,2,2,1,5
17/01/13,1,8:56,4,0,1,4,0,0,4,4,4,0,2,4,2,2,1,5
17/01/13,3,11:02,4,0,4,4,0,0,3,2,4,0,2,4,3,3,1,4
17/01/13,4,12:38,3,0,5,4,0,0,3,2,4,0,1,3,3,3,1,5
17/01/13,5,14:22,5,-1,2,5,0,0,5,1,5,0,2,5,2,2,1,5
17/01/13,7,17:04,4,0,3,5,0,0,4,1,5,0,3,4,3,2,1,4
17/01/13,9,19:56,4,0,3,5,0,0,4,1,4,0,2,4,3,2,1,5
18/01/13,1,8:44,4,1,3,3,0,0,3,2,4,0,3,4,3,3,1,4
18/01/13,2,9:54,4,0,4,4,0,0,4,2,4,0,2,4,3,3,1,5
18/01/13,3,11:12,3,0,5,3,0,0,3,2,3,0,2,3,4,4,1,4
18/01/13,4,12:04,2,1,6,2,0,0,2,2,2,1,2,3,5,6,2,4
18/01/13,5,14:43,3,1,5,3,0,0,3,2,3,0,2,3,5,5,2,4
18/01/13,6,16:15,3,1,5,3,1,0,3,2,3,1,2,3,5,5,2,4
18/01/13,7,17:16,2,3,6,1,2,0,1,5,2,2,2,3,5,5,6,3
18/01/13,8,18:11,4,0,2,4,0,0,4,2,4,0,2,4,2,3,2,5
18/01/13,9,20:38,4,2,2,3,1,0,3,2,3,1,3,3,3,3,4,4
19/01/13,1,7:57,4,2,1,3,1,0,3,3,2,1,3,3,2,4,5,3
19/01/13,2,9:04,4,1,2,4,1,0,3,2,4,1,3,4,2,2,3,4
19/01/13,5,14:52,4,0,3,4,0,0,4,2,4,0,2,4,3,3,1,4
19/01/13,7,16:38,5,0,1,5,0,0,5,1,5,0,1,5,2,2,1,5
19/01/13,8,18:46,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
19/01/13,10,21:30,5,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5
20/01/13,1,8:20,5,0,1,4,0,0,4,1,5,0,3,4,1,1,1,3
20/01/13,2,9:20,5,1,2,4,0,0,4,2,4,0,3,4,2,2,2,4
20/01/13,6,15:51,3,0,5,3,0,0,3,2,4,0,1,4,3,3,1,4
20/01/13,8,18:39,4,0,5,4,0,0,3,2,4,0,1,4,3,3,1,4
20/01/13,9,20:09,4,0,2,3,0,0,3,1,3,0,2,4,4,3,1,4
21/01/13,1,8:58,4,1,2,4,0,0,4,1,4,0,2,4,2,2,1,4
21/01/13,3,10:56,3,1,5,3,0,0,3,2,3,1,2,3,3,3,2,3
21/01/13,4,13:03,3,1,4,3,0,0,3,2,3,1,3,3,4,4,2,4
21/01/13,6,15:13,5,0,1,5,0,0,4,1,5,0,2,4,2,2,1,5
21/01/13,8,19:25,4,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
21/01/13,10,21:20,5,0,1,5,0,0,4,1,5,0,1,5,1,1,1,5
22/01/13,1,8:10,4,2,1,3,1,0,3,3,3,1,3,3,1,3,4,3
22/01/13,2,9:07,4,1,2,4,0,0,4,2,4,0,3,4,3,2,2,5
22/01/13,3,11:50,4,0,4,4,0,0,3,2,4,0,2,4,3,3,1,4
22/01/13,4,12:35,4,0,2,4,0,0,5,1,4,0,2,4,2,3,1,5
22/01/13,6,15:04,4,0,2,5,0,0,4,1,4,0,2,4,3,2,1,5
22/01/13,7,17:32,5,0,1,5,0,0,4,1,5,0,2,5,2,2,1,5
22/01/13,9,19:45,4,0,3,5,0,0,4,1,5,0,1,5,3,3,1,5
23/01/13,2,10:16,4,0,2,4,0,0,4,1,4,0,3,4,2,3,1,5
23/01/13,3,11:08,5,0,2,5,0,0,4,2,4,0,3,5,3,2,1,4
23/01/13,5,14:34,4,0,2,5,0,0,4,2,5,0,3,4,3,2,1,5
23/01/13,6,16:08,4,0,4,3,0,0,3,3,4,0,3,4,3,4,1,5
23/01/13,8,18:10,4,1,3,3,0,0,3,2,4,0,3,3,3,3,1,3
24/01/13,1,8:56,4,1,2,4,0,0,4,2,4,0,3,3,3,2,1,4
24/01/13,3,11:02,4,0,5,5,0,0,4,2,4,0,1,4,3,4,1,5
24/01/13,4,12:38,4,0,3,4,0,0,3,2,4,0,2,4,3,3,1,4
24/01/13,5,14:22,3,0,4,3,0,0,3,2,4,1,3,4,3,4,1,4
24/01/13,7,17:04,4,0,3,4,0,0,3,2,4,0,1,4,3,3,1,5
24/01/13,8,18:36,4,0,2,4,0,0,4,1,4,0,2,4,2,3,1,5
24/01/13,9,19:56,5,0,1,5,0,0,4,1,5,0,2,5,2,2,1,5
25/01/13,1,8:44,4,1,3,3,0,0,3,2,3,0,3,3,3,3,1,4
25/01/13,2,9:54,3,1,5,3,0,0,3,2,4,0,3,3,4,4,1,4
25/01/13,3,11:12,4,1,3,3,0,0,3,2,4,1,2,4,3,3,1,4
25/01/13,5,14:43,4,1,2,3,1,0,3,1,3,0,3,3,2,2,2,4
25/01/13,8,18:11,4,1,2,5,0,0,4,2,3,0,3,4,3,3,2,4
26/01/13,1,7:57,4,0,1,3,0,0,3,2,3,0,3,3,1,2,1,2
26/01/13,2,9:04,3,3,2,2,1,0,2,3,2,1,3,2,3,3,5,4
26/01/13,4,12:30,3,3,2,2,2,0,2,3,2,1,3,2,3,3,5,4
26/01/13,7,16:38,4,1,2,4,1,0,3,3,3,1,2,4,2,2,2,5
26/01/13,8,18:46,4,0,2,5,0,0,4,2,4,0,1,4,2,2,1,5
26/01/13,10,21:30,5,0,2,5,0,0,4,1,5,0,1,4,1,1,1,5
27/01/13,1,8:20,3,2,2,3,1,0,2,3,2,1,3,3,3,2,5,3
27/01/13,2,9:20,3,2,3,3,1,0,2,3,3,1,3,3,2,3,4,3
27/01/13,3,11:24,4,2,2,2,1,0,2,3,2,1,3,3,2,3,5,4
27/01/13,5,14:28,4,0,2,4,0,0,4,2,4,1,3,4,2,2,2,5
27/01/13,6,15:51,4,0,2,5,0,0,3,2,4,0,3,3,2,2,1,5
27/01/13,8,18:39,4,0,2,4,0,0,4,1,3,0,3,4,2,2,1,4
27/01/13,9,20:09,4,0,2,5,0,0,4,1,5,0,2,5,2,1,1,5
28/01/13,1,8:58,3,3,2,2,1,0,2,4,3,2,3,3,4,3,6,4
28/01/13,2,10:28,4,0,4,4,0,0,3,1,4,0,1,4,2,3,1,5
28/01/13,4,13:03,4,0,2,3,0,0,3,2,4,0,3,3,3,2,1,4
28/01/13,6,15:13,3,0,5,4,0,0,4,2,4,0,2,4,4,3,1,5
28/01/13,7,17:58,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
28/01/13,9,19:41,4,0,5,4,0,0,4,1,5,0,1,5,2,3,1,5
28/01/13,10,21:20,5,0,4,5,0,0,4,1,5,0,1,5,1,1,1,5
29/01/13,1,8:10,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5
29/01/13,3,11:50,4,-1,2,5,-1,-1,5,1,5,-1,1,5,1,2,1,5
29/01/13,4,12:35,4,0,2,5,0,0,4,1,5,0,1,5,2,3,1,5
29/01/13,5,14:16,4,0,4,5,0,0,5,1,5,0,1,5,3,3,1,5
29/01/13,6,15:04,5,0,5,4,0,0,5,1,5,0,1,5,3,3,1,5
29/01/13,7,17:32,4,0,2,5,0,0,5,1,5,0,2,4,2,2,1,4
29/01/13,8,18:05,4,0,3,4,0,0,4,1,5,0,1,4,3,3,1,5
30/01/13,1,7:32,4,0,1,5,0,0,4,1,4,0,1,4,1,2,1,4
30/01/13,2,10:16,4,0,2,4,0,0,4,1,5,0,1,5,2,2,1,5
30/01/13,6,16:08,4,0,3,5,0,0,5,1,5,0,1,5,2,3,1,5
30/01/13,9,20:22,4,0,4,3,0,0,3,2,4,0,1,3,2,3,1,4
30/01/13,10,21:20,2,0,5,3,0,0,3,2,3,0,3,3,3,3,1,3
31/01/13,1,8:56,4,1,3,4,0,0,3,1,4,0,3,4,2,3,2,5
31/01/13,4,12:38,4,0,4,5,0,0,5,1,4,0,1,5,3,3,1,5
31/01/13,5,14:22,5,0,1,6,0,0,5,1,5,0,1,6,1,1,1,5
31/01/13,6,16:04,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5
31/01/13,9,19:56,5,0,1,6,-1,-1,5,1,5,-1,1,5,1,1,1,5
1/2/13,1,8:44,5,0,3,5,0,0,6,1,5,0,1,5,2,2,1,6
1/2/13,2,9:54,4,0,3,5,0,0,5,2,5,0,1,5,2,3,1,5
1/2/13,4,12:04,4,0,3,3,0,0,3,1,4,0,1,4,3,3,2,5
1/2/13,6,16:15,3,0,4,5,0,0,4,2,4,0,1,4,3,4,1,5
1/2/13,8,18:11,4,1,4,4,0,0,3,2,4,1,1,5,4,4,2,4
1/2/13,10,21:20,4,1,3,4,0,0,4,2,4,0,2,4,2,3,2,4
2/2/13,1,7:57,4,1,2,3,0,-1,3,2,4,0,2,4,2,3,2,3
2/2/13,2,9:04,3,2,4,3,1,0,3,3,2,1,3,3,3,4,4,3
2/2/13,3,11:36,4,1,3,3,0,0,3,2,4,0,3,4,3,3,2,4
2/2/13,6,15:08,3,1,5,3,1,0,3,2,4,0,3,3,3,4,2,4
2/2/13,7,16:38,3,3,3,2,2,0,3,3,3,1,3,3,4,4,5,4
2/2/13,8,18:46,4,0,2,5,0,0,5,1,5,0,1,5,2,2,1,5
3/2/13,3,11:24,4,1,1,4,0,0,4,1,4,0,2,4,2,2,2,4
3/2/13,8,18:39,4,1,2,4,0,0,4,1,3,0,2,4,2,2,2,4
4/2/13,1,8:58,3,1,4,3,1,0,3,2,3,1,3,3,3,3,2,4
4/2/13,2,10:28,2,1,6,2,0,0,3,3,3,1,3,3,4,5,2,3
4/2/13,4,13:03,3,2,3,2,1,0,3,3,3,1,3,3,3,3,4,3
4/2/13,5,13:49,4,2,3,2,1,0,3,3,2,1,3,2,3,4,3,4
4/2/13,7,17:58,4,0,2,4,0,0,3,1,3,0,3,3,2,3,1,4
4/2/13,8,19:25,4,0,2,4,0,0,3,1,4,0,2,3,2,2,1,4
5/2/13,1,8:10,5,0,2,5,0,0,5,1,4,0,2,5,2,1,1,5
5/2/13,5,14:16,5,-1,1,5,-1,-1,5,1,5,-1,1,5,2,1,1,5
5/2/13,7,17:32,5,-1,2,5,-1,-1,5,1,5,-1,1,5,2,1,1,5
5/2/13,8,18:05,5,-1,1,5,-1,-1,5,1,5,-1,1,5,2,1,1,5
6/2/13,1,7:32,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,3
6/2/13,2,10:16,3,1,3,3,0,0,3,2,3,0,3,3,3,3,2,4
6/2/13,5,14:34,4,1,3,3,0,0,3,1,3,0,3,3,2,2,2,4
6/2/13,6,16:08,4,0,2,5,0,0,3,2,4,0,2,3,2,3,1,5
6/2/13,8,18:10,5,0,2,5,0,0,5,1,5,0,1,4,2,1,1,5
6/2/13,10,21:20,4,0,2,4,0,0,4,1,4,0,1,4,2,2,1,5
7/2/13,1,8:56,5,0,2,5,0,0,4,1,5,0,2,4,2,2,1,5
7/2/13,3,11:02,4,0,2,5,0,0,4,1,5,0,1,4,2,2,1,5
7/2/13,4,12:38,5,0,1,5,0,0,5,1,5,0,1,5,1,1,1,5
8/2/13,1,8:44,4,3,1,1,1,0,2,3,2,1,3,2,2,2,5,4
8/2/13,2,9:54,4,2,3,3,1,0,3,3,3,1,3,3,2,2,4,4
8/2/13,3,11:12,4,1,2,4,0,0,3,2,4,0,3,3,2,2,2,4
8/2/13,5,14:43,4,1,2,3,0,0,3,2,3,0,2,3,3,3,3,4
9/2/13,3,11:36,5,0,2,5,0,0,4,1,5,0,1,5,2,2,2,5
9/2/13,9,20:42,5,0,1,5,-1,0,4,1,5,0,1,4,1,1,1,5
10/2/13,1,8:20,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5
10/2/13,6,15:51,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5
10/2/13,7,16:47,5,-1,1,6,0,0,5,1,5,0,1,5,1,1,1,5
10/2/13,8,18:39,4,0,3,5,0,0,5,2,5,0,1,5,2,2,1,5
10/2/13,9,20:09,4,0,3,4,0,0,3,2,4,0,1,4,2,2,1,5
11/2/13,1,8:58,5,-1,1,5,0,0,5,1,5,0,1,5,2,2,1,5
11/2/13,5,13:49,5,0,1,6,0,0,5,1,5,0,1,5,1,1,1,5
11/2/13,6,15:13,5,0,1,5,0,0,4,1,5,0,1,4,1,1,1,4
11/2/13,7,17:58,5,0,2,5,0,0,4,1,5,0,1,5,1,1,1,5
11/2/13,9,19:41,4,0,5,4,0,0,4,2,4,0,1,4,4,4,1,5
11/2/13,10,21:20,4,0,2,4,0,0,4,1,4,0,2,4,2,2,1,3
12/2/13,1,8:10,4,1,2,4,0,0,3,2,3,0,2,3,2,3,2,4
12/2/13,2,9:07,4,1,1,3,0,0,4,1,3,0,2,4,1,2,2,4
12/2/13,3,11:50,4,0,3,5,0,0,4,2,4,0,1,4,2,2,1,5
12/2/13,4,12:35,4,0,4,5,0,0,4,1,4,0,1,4,2,3,1,5
12/2/13,5,14:16,4,0,4,5,0,0,4,1,4,0,1,4,2,2,1,4
12/2/13,6,15:04,4,0,4,3,0,0,3,1,4,0,2,3,2,2,1,3
12/2/13,8,18:05,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,4
13/02/13,1,7:32,5,0,1,5,0,0,4,1,4,0,1,5,1,1,1,4
13/02/13,3,11:08,4,0,2,5,0,0,4,1,5,0,1,5,2,2,1,5
13/02/13,4,12:32,5,-1,1,6,-1,-1,5,1,5,-1,2,5,2,1,1,5
13/02/13,8,18:10,5,0,3,5,0,0,4,1,5,0,1,5,2,2,1,5
13/02/13,10,21:20,5,0,2,5,0,0,5,1,5,0,1,5,1,1,1,5
14/02/13,1,8:56,4,2,2,3,1,0,3,3,3,1,2,4,2,2,5,4
14/02/13,2,9:20,4,0,2,4,0,0,4,2,4,0,2,3,2,2,2,5
14/02/13,3,11:02,5,0,2,5,0,0,4,2,4,0,2,4,2,2,2,5
14/02/13,4,12:38,3,0,4,5,0,0,5,2,5,0,1,4,2,3,1,5
14/02/13,5,14:22,3,0,4,6,0,0,4,1,5,0,1,5,3,3,1,5
14/02/13,6,16:04,4,0,3,4,0,0,4,1,4,0,2,4,3,3,2,4
14/02/13,7,17:04,5,0,2,5,0,0,4,1,5,0,1,4,2,2,1,5
14/02/13,8,18:36,4,1,2,4,1,0,3,2,3,1,3,4,2,2,2,3
14/02/13,9,19:56,4,0,2,5,0,0,4,1,3,0,2,3,3,2,1,5
14/02/13,10,21:12,3,0,5,3,0,0,3,1,4,0,2,3,3,3,1,4
15/02/13,1,8:44,4,2,2,3,1,0,3,3,3,1,2,3,3,2,4,4
15/02/13,2,9:54,4,1,2,4,0,0,3,2,4,0,2,4,3,2,2,5
15/02/13,3,11:12,5,0,1,5,0,0,6,1,5,0,1,5,1,1,1,5
15/02/13,4,12:04,4,0,3,3,0,0,4,2,4,0,1,4,3,3,2,4
15/02/13,6,16:15,4,0,3,5,0,0,5,1,4,0,1,4,3,3,1,4
15/02/13,8,18:11,5,-1,1,5,-1,-1,5,1,5,-1,1,5,1,1,1,5
16/02/13,1,7:57,4,2,3,3,1,0,3,3,3,1,2,3,3,3,4,3
16/02/13,2,9:04,4,2,2,3,2,1,3,2,3,0,2,3,2,2,5,5
16/02/13,3,11:36,3,3,3,3,1,0,3,3,3,0,3,3,3,4,5,4
16/02/13,4,12:30,4,1,2,4,0,0,3,1,4,0,2,4,2,2,2,4
16/02/13,5,14:52,4,1,2,3,1,0,2,2,3,1,3,3,2,2,4,5
16/02/13,6,15:08,4,1,2,4,0,0,3,1,3,0,2,4,1,2,2,5
